contract_id,date,department,vendor_name,amount,category,description,budget,bidders_count
C0246,2024-12-14,Health,DataSystems India,4128541,Construction,Purchase of 415 laptops for government offices,4254131,4
C0247,2024-07-13,IT Department,EduSupply Solutions,1021896,Vehicles,Purchase of 96 laptops for government offices,1012870,3
C0248,2024-05-18,Health,PharmaCo Enterprises,800000,Maintenance,Emergency procurement of laptops for department,476131,2
C0249,2024-02-17,Transport,TechCorp Services,2118230,Maintenance,Purchase of 248 laptops for government offices,2015716,6
C0250,2024-03-27,PWD,Auto Parts Ltd,841652,Services,Purchase of 124 laptops for government offices,832517,6
C0251,2024-08-03,Transport,EduSupply Solutions,454168,Medical Supplies,Purchase of 354 servers for government offices,487208,6
C0252,2024-03-10,Social Welfare,SmartCity Developers,4498325,Construction,Purchase of 275 medicines for government offices,4636086,5
C0253,2024-06-02,Urban Development,TechCorp Services,943702,Office Supplies,Purchase of 213 medicines for government offices,918309,6
C0254,2024-06-15,PWD,Urban Builders,4547523,Maintenance,Purchase of 353 servers for government offices,4871164,4
C0255,2024-01-14,Health,SmartCity Developers,5414462,Furniture,Purchase of 475 furniture for government offices,5291306,5
C0256,2024-12-10,Health,EduSupply Solutions,1745212,Infrastructure,Purchase of 454 vehicles for government offices,1807387,6
C0257,2024-10-25,Agriculture,Digital Solutions Inc,10770487,Maintenance,Purchase of 328 laptops for government offices,11449591,6
C0258,2024-10-31,Education,TechCorp Services,416405,Furniture,Purchase of 135 furniture for government offices,409022,5
C0259,2024-06-18,Transport,EduSupply Solutions,4158916,Vehicles,Purchase of 311 furniture for government offices,4004282,4
C0260,2024-07-19,IT Department,Auto Parts Ltd,10071311,Medical Supplies,Purchase of 297 laptops for government offices,9765111,3
C0261,2024-02-29,Agriculture,EduSupply Solutions,904498,Medical Supplies,Purchase of 316 vehicles for government offices,899612,4
C0262,2024-08-12,Health,Urban Builders,4478364,Construction,Purchase of 61 medicines for government offices,4429255,3
C0263,2024-05-04,PWD,Medicare Corporation,8480407,Furniture,Purchase of 168 vehicles for government offices,8673593,6
C0264,2024-07-21,Transport,QuickOffice Supplies,28200000,Services,Critical procurement of laptops for department,15108254,2
C0265,2024-12-26,Agriculture,QuickOffice Supplies,486602,Infrastructure,Purchase of 145 medicines for government offices,512847,7
C0266,2024-02-28,Social Welfare,TechCorp Services,4791572,Medical Supplies,Purchase of 248 servers for government offices,4950096,7
C0267,2024-06-27,Health,Urban Builders,4926044,Construction,Purchase of 364 servers for government offices,5200848,5
C0268,2024-06-09,PWD,TechCorp Services,3300000,Furniture,Critical procurement of furniture for department,1715605,1
C0269,2024-08-04,Urban Development,DataSystems India,10080298,Construction,Purchase of 334 desks for government offices,10421856,4
C0270,2024-04-05,Transport,SmartCity Developers,4929114,Furniture,Purchase of 298 desks for government offices,5237271,3
C0271,2024-10-14,Health,TechCorp Services,4613701,IT Equipment,Purchase of 300 desks for government offices,4677943,6
C0272,2024-04-22,Urban Development,HealthFirst Products,1734906,Maintenance,Purchase of 339 furniture for government offices,1713266,6
C0273,2024-02-27,Urban Development,HealthFirst Products,2065067,Office Supplies,Purchase of 327 laptops for government offices,2182831,5
C0274,2024-08-05,Health,EduSupply Solutions,1900000,Medical Supplies,Immediate procurement of supplies for department,1362192,2
C0275,2024-05-01,PWD,TechCorp Services,10067400,Construction,Purchase of 373 vehicles for government offices,10690937,7
C0276,2024-04-15,Agriculture,Digital Solutions Inc,485511,Services,Purchase of 325 desks for government offices,494831,7
C0277,2024-05-28,Education,DataSystems India,10956464,Construction,Purchase of 119 vehicles for government offices,11376194,3
C0278,2024-12-25,Social Welfare,EduSupply Solutions,843873,Construction,Purchase of 439 furniture for government offices,837014,4
C0279,2024-10-22,IT Department,Digital Solutions Inc,4562758,Vehicles,Purchase of 256 servers for government offices,4379413,3
C0280,2024-08-20,Agriculture,SmartCity Developers,1949173,Medical Supplies,Purchase of 424 vehicles for government offices,2071889,3
C0281,2024-09-30,Agriculture,HealthFirst Products,5237271,Construction,Purchase of 474 medicines for government offices,5312231,5
C0282,2024-10-16,Urban Development,ABC Technologies Pvt Ltd,2136492,Medical Supplies,Purchase of 100 furniture for government offices,2241378,3
C0283,2024-03-21,PWD,SmartCity Developers,548775,Services,Purchase of 382 medicines for government offices,551855,4
C0284,2024-02-17,IT Department,Digital Solutions Inc,1649452,Office Supplies,Purchase of 76 vehicles for government offices,1709469,4
C0285,2024-08-07,Urban Development,ABC Technologies Pvt Ltd,400162,IT Equipment,Purchase of 353 desks for government offices,404957,4
C0286,2024-12-22,Transport,Auto Parts Ltd,548223,Medical Supplies,Purchase of 294 laptops for government offices,550909,4
C0287,2024-02-22,Education,TechCorp Services,5600000,Construction,Urgent procurement of laptops for department,2489331,1
C0288,2024-08-13,Urban Development,SmartCity Developers,988424,Office Supplies,Purchase of 365 furniture for government offices,958453,6
C0289,2024-02-14,Agriculture,GreenTech Industries,1025733,Construction,Purchase of 229 vehicles for government offices,1053063,6
C0290,2024-05-06,Education,SmartCity Developers,437225,Services,Purchase of 195 furniture for government offices,449524,7
C0291,2024-04-15,Urban Development,Auto Parts Ltd,8565939,Medical Supplies,Purchase of 451 desks for government offices,8573885,3
C0292,2024-05-03,PWD,Auto Parts Ltd,8213036,Furniture,Purchase of 234 medicines for government offices,8751270,3
C0293,2024-07-06,Health,ABC Technologies Pvt Ltd,1028817,Services,Purchase of 58 servers for government offices,1105030,3
C0294,2024-04-20,Social Welfare,BuildCo Infrastructure,1400000,Maintenance,Critical procurement of furniture for department,759096,1
C0295,2024-10-02,Agriculture,Auto Parts Ltd,1650158,Medical Supplies,Purchase of 463 desks for government offices,1584601,4
C0296,2024-06-07,Education,DataSystems India,817371,Construction,Purchase of 109 vehicles for government offices,785663,6
C0297,2024-03-02,Agriculture,Medicare Corporation,2500000,Services,Immediate procurement of equipment for department,1146342,1
C0298,2024-03-01,Health,EduSupply Solutions,450251,Infrastructure,Purchase of 82 medicines for government offices,452867,7
C0299,2024-09-18,Health,QuickOffice Supplies,5289039,Maintenance,Purchase of 180 laptops for government offices,5139330,4
C0300,2024-01-02,Education,HealthFirst Products,900000,Furniture,Urgent procurement of equipment for department,505470,2
C0301,2024-04-24,Health,HealthFirst Products,5373782,IT Equipment,Purchase of 342 medicines for government offices,5328596,3
C0302,2024-04-01,IT Department,GreenTech Industries,10944241,Services,Purchase of 499 vehicles for government offices,11754446,3
C0303,2024-06-16,Agriculture,TechCorp Services,7500000,Infrastructure,Urgent procurement of furniture for department,3479015,1
C0304,2024-04-10,Transport,HealthFirst Products,10281446,Vehicles,Purchase of 259 laptops for government offices,10095007,3
C0305,2024-11-21,IT Department,BuildCo Infrastructure,542648,Office Supplies,Purchase of 484 furniture for government offices,515618,6
C0306,2024-09-28,Health,ABC Technologies Pvt Ltd,4738043,Office Supplies,Purchase of 414 medicines for government offices,4538032,4
C0307,2024-09-23,PWD,Urban Builders,1875074,Furniture,Purchase of 98 servers for government offices,1963627,7
C0308,2024-02-08,Agriculture,PrimeVendor Corporation,465247,Furniture,Purchase of 199 medicines for government offices,500302,4
C0309,2024-12-24,Health,Medicare Corporation,1790834,Medical Supplies,Purchase of 153 desks for government offices,1764605,3
C0310,2024-03-25,Urban Development,DataSystems India,1843907,Medical Supplies,Purchase of 281 medicines for government offices,1880177,4
C0311,2024-02-16,PWD,BuildCo Infrastructure,2095832,Office Supplies,Purchase of 160 medicines for government offices,2180910,3
C0312,2024-07-01,Urban Development,HealthFirst Products,501577,Maintenance,Purchase of 65 vehicles for government offices,493462,4
C0313,2024-05-07,PWD,QuickOffice Supplies,1300000,Furniture,Emergency procurement of equipment for department,597907,1
C0314,2024-07-09,Transport,PrimeVendor Corporation,487348,Infrastructure,Purchase of 61 laptops for government offices,479378,3
C0315,2024-03-06,Social Welfare,SmartCity Developers,3300000,Furniture,Urgent procurement of vehicles for department,2298995,1
C0316,2024-09-11,Urban Development,PrimeVendor Corporation,8700000,Construction,Immediate procurement of supplies for department,4085017,1
C0317,2024-01-18,Education,BuildCo Infrastructure,8737354,Services,Purchase of 331 vehicles for government offices,8635683,6
C0318,2024-07-15,Education,Auto Parts Ltd,992795,Vehicles,Purchase of 372 servers for government offices,1046044,4
C0319,2024-09-02,PWD,ABC Technologies Pvt Ltd,4516051,Vehicles,Purchase of 248 medicines for government offices,4622334,5
C0320,2024-11-01,Transport,Medicare Corporation,1635154,Medical Supplies,Purchase of 233 servers for government offices,1764166,7
C0321,2024-05-06,Social Welfare,PharmaCo Enterprises,1920213,Construction,Purchase of 441 desks for government offices,2021717,3
C0322,2024-03-31,Agriculture,TechCorp Services,2083726,Construction,Purchase of 64 furniture for government offices,2168515,7
C0323,2024-10-15,Transport,TechCorp Services,4813186,Office Supplies,Purchase of 96 laptops for government offices,4682375,3
C0324,2024-01-11,PWD,PrimeVendor Corporation,449760,Vehicles,Purchase of 224 furniture for government offices,463179,4
C0325,2024-01-31,Agriculture,Digital Solutions Inc,25500000,Furniture,Immediate procurement of laptops for department,11314814,1
C0326,2024-10-27,PWD,Digital Solutions Inc,3900000,Maintenance,Critical procurement of supplies for department,2748732,2
C0327,2024-12-21,Social Welfare,DataSystems India,10360975,Services,Purchase of 467 desks for government offices,10143610,7
C0328,2024-03-06,Education,Medicare Corporation,542318,Vehicles,Purchase of 485 servers for government offices,582086,6
C0329,2024-11-09,Transport,PharmaCo Enterprises,8312330,Vehicles,Purchase of 431 laptops for government offices,8432892,5
C0330,2024-03-26,IT Department,QuickOffice Supplies,523249,Office Supplies,Purchase of 278 laptops for government offices,542663,5
C0331,2024-12-20,Social Welfare,Medicare Corporation,5300000,Furniture,Critical procurement of furniture for department,3303078,1
C0332,2024-09-09,Transport,Medicare Corporation,1927614,Infrastructure,Purchase of 453 servers for government offices,1856650,6
C0333,2024-02-07,PWD,PrimeVendor Corporation,444236,Furniture,Purchase of 87 medicines for government offices,440430,3
C0334,2024-03-23,Urban Development,Digital Solutions Inc,10825502,IT Equipment,Purchase of 354 servers for government offices,11660639,5
C0335,2024-08-08,Transport,QuickOffice Supplies,982195,Furniture,Purchase of 101 medicines for government offices,988526,3
C0336,2024-12-22,Social Welfare,TechCorp Services,8795794,Maintenance,Purchase of 99 laptops for government offices,8677912,4
C0337,2024-09-08,Health,ABC Technologies Pvt Ltd,1602289,Office Supplies,Purchase of 295 desks for government offices,1540427,7
C0338,2024-03-28,IT Department,BuildCo Infrastructure,471035,Maintenance,Purchase of 291 vehicles for government offices,454556,6
C0339,2024-07-17,IT Department,QuickOffice Supplies,4554102,Services,Purchase of 275 vehicles for government offices,4590310,5
C0340,2024-10-15,Education,SmartCity Developers,800000,Furniture,Urgent procurement of vehicles for department,409694,2
C0341,2024-09-24,IT Department,BuildCo Infrastructure,10061203,Furniture,Purchase of 170 vehicles for government offices,10782862,7
C0342,2024-12-31,PWD,Medicare Corporation,28500000,Office Supplies,Emergency procurement of furniture for department,18248219,1
C0343,2024-04-08,PWD,SmartCity Developers,4117552,Services,Purchase of 471 furniture for government offices,4277339,4
C0344,2024-06-12,Urban Development,PrimeVendor Corporation,413054,IT Equipment,Purchase of 216 medicines for government offices,422276,7
C0345,2024-12-24,Health,PrimeVendor Corporation,10345056,Medical Supplies,Purchase of 125 servers for government offices,9979124,4
C0346,2024-10-15,Urban Development,TechCorp Services,2120485,Infrastructure,Purchase of 185 vehicles for government offices,2257081,6
C0347,2024-01-20,Agriculture,Digital Solutions Inc,4215779,Office Supplies,Purchase of 69 vehicles for government offices,4338564,6
C0348,2024-01-26,Urban Development,SmartCity Developers,2138218,Medical Supplies,Purchase of 209 medicines for government offices,2036931,5
C0349,2024-04-26,Health,QuickOffice Supplies,5161046,Infrastructure,Purchase of 359 furniture for government offices,5118275,6
C0350,2024-04-18,PWD,BuildCo Infrastructure,5111417,Services,Purchase of 470 laptops for government offices,5360517,5
C0351,2024-12-29,Transport,PrimeVendor Corporation,1034154,Office Supplies,Purchase of 64 desks for government offices,1052931,7
C0352,2024-01-30,Urban Development,HealthFirst Products,4075838,Furniture,Purchase of 190 medicines for government offices,4062994,4
C0353,2024-11-21,Agriculture,PharmaCo Enterprises,436290,Construction,Purchase of 140 vehicles for government offices,442198,6
C0354,2024-05-12,Transport,SmartCity Developers,442760,Office Supplies,Purchase of 487 servers for government offices,442872,4
C0355,2024-11-27,Education,EduSupply Solutions,880725,Construction,Purchase of 492 furniture for government offices,883574,3
C0356,2024-11-27,IT Department,Auto Parts Ltd,433565,Furniture,Purchase of 414 furniture for government offices,446175,5
